Designator,Mid X,Mid Y,Rotation,Layer
U74,39.72,-37.62,180.0,top
U740,27.72,-79.62,180.0,top
U741,29.72,-79.62,180.0,top
U742,31.72,-79.62,180.0,top
U743,33.72,-79.62,180.0,top
U744,35.72,-79.62,180.0,top
U745,37.72,-79.62,180.0,top
U746,39.72,-79.62,180.0,top
U747,41.72,-79.62,180.0,top
U748,43.72,-79.62,180.0,top
U749,45.72,-79.62,180.0,top
U75,41.72,-37.62,180.0,top
U750,47.72,-79.62,180.0,top
U751,49.72,-79.62,180.0,top
U752,51.72,-79.62,180.0,top
U753,53.72,-79.62,180.0,top
U754,55.72,-79.62,180.0,top
U755,57.72,-79.62,180.0,top
U756,59.72,-79.62,180.0,top
U757,61.72,-79.62,180.0,top
U758,63.72,-79.62,180.0,top
U759,65.72,-79.62,180.0,top
U76,43.72,-37.62,180.0,top
U760,67.72,-79.62,180.0,top
U761,69.72,-79.62,180.0,top
U762,71.72,-79.62,180.0,top
U763,73.72,-79.62,180.0,top
U764,75.72,-79.62,180.0,top
U765,77.72,-79.62,180.0,top
U766,79.72,-79.62,180.0,top
U767,81.72,-79.62,180.0,top
U768,83.72,-79.62,180.0,top
U769,21.72,-81.62,180.0,top
U77,45.72,-37.62,180.0,top
U770,23.72,-81.62,180.0,top
U771,25.72,-81.62,180.0,top
U772,27.72,-81.62,180.0,top
U773,29.72,-81.62,180.0,top
U774,31.72,-81.62,180.0,top
U775,33.72,-81.62,180.0,top
U776,35.72,-81.62,180.0,top
U777,37.72,-81.62,180.0,top
U778,39.72,-81.62,180.0,top
U779,41.72,-81.62,180.0,top
U78,47.72,-37.62,180.0,top
U780,43.72,-81.62,180.0,top
U781,45.72,-81.62,180.0,top
U782,47.72,-81.62,180.0,top
U783,49.72,-81.62,180.0,top
U784,51.72,-81.62,180.0,top
U785,53.72,-81.62,180.0,top
U786,55.72,-81.62,180.0,top
U787,57.72,-81.62,180.0,top
U788,59.72,-81.62,180.0,top
U789,61.72,-81.62,180.0,top
U79,49.72,-37.62,180.0,top
U790,63.72,-81.62,180.0,top
U791,65.72,-81.62,180.0,top
U792,67.72,-81.62,180.0,top
U793,69.72,-81.62,180.0,top
U794,71.72,-81.62,180.0,top
U795,73.72,-81.62,180.0,top
U796,75.72,-81.62,180.0,top
U797,77.72,-81.62,180.0,top
U798,79.72,-81.62,180.0,top
U799,81.72,-81.62,180.0,top
U8,35.72,-33.62,180.0,top
U80,51.72,-37.62,180.0,top
U800,83.72,-81.62,180.0,top
U801,21.72,-83.62,180.0,top
U802,23.72,-83.62,180.0,top
U803,25.72,-83.62,180.0,top
U804,27.72,-83.62,180.0,top
U805,29.72,-83.62,180.0,top
U806,31.72,-83.62,180.0,top
U807,33.72,-83.62,180.0,top
U808,35.72,-83.62,180.0,top
U809,37.72,-83.62,180.0,top
U81,53.72,-37.62,180.0,top
U810,39.72,-83.62,180.0,top
U811,41.72,-83.62,180.0,top
U812,43.72,-83.62,180.0,top
U813,45.72,-83.62,180.0,top
U814,47.72,-83.62,180.0,top
U815,49.72,-83.62,180.0,top
U816,51.72,-83.62,180.0,top
U817,53.72,-83.62,180.0,top
U818,55.72,-83.62,180.0,top
U819,57.72,-83.62,180.0,top
U82,55.72,-37.62,180.0,top
U820,59.72,-83.62,180.0,top
U821,61.72,-83.62,180.0,top
U822,63.72,-83.62,180.0,top
U823,65.72,-83.62,180.0,top
U824,67.72,-83.62,180.0,top
U825,69.72,-83.62,180.0,top
U826,71.72,-83.62,180.0,top
U827,73.72,-83.62,180.0,top
U828,75.72,-83.62,180.0,top
U829,77.72,-83.62,180.0,top
U83,57.72,-37.62,180.0,top
U830,79.72,-83.62,180.0,top
U831,81.72,-83.62,180.0,top
U832,83.72,-83.62,180.0,top
U833,21.72,-85.62,180.0,top
U834,23.72,-85.62,180.0,top
U835,25.72,-85.62,180.0,top
U836,27.72,-85.62,180.0,top
U837,29.72,-85.62,180.0,top
U838,31.72,-85.62,180.0,top
U839,33.72,-85.62,180.0,top
U84,59.72,-37.62,180.0,top
U840,35.72,-85.62,180.0,top
U841,37.72,-85.62,180.0,top
U842,39.72,-85.62,180.0,top
U843,41.72,-85.62,180.0,top
U844,43.72,-85.62,180.0,top
U845,45.72,-85.62,180.0,top
U846,47.72,-85.62,180.0,top
U847,49.72,-85.62,180.0,top
U848,51.72,-85.62,180.0,top
U849,53.72,-85.62,180.0,top
U85,61.72,-37.62,180.0,top
U850,55.72,-85.62,180.0,top
U851,57.72,-85.62,180.0,top
U852,59.72,-85.62,180.0,top
U853,61.72,-85.62,180.0,top
U854,63.72,-85.62,180.0,top
U855,65.72,-85.62,180.0,top
U856,67.72,-85.62,180.0,top
U857,69.72,-85.62,180.0,top
U858,71.72,-85.62,180.0,top
U859,73.72,-85.62,180.0,top
U86,63.72,-37.62,180.0,top
U860,75.72,-85.62,180.0,top
U861,77.72,-85.62,180.0,top
U862,79.72,-85.62,180.0,top
U863,81.72,-85.62,180.0,top
U864,83.72,-85.62,180.0,top
U865,21.72,-87.62,180.0,top
U866,23.72,-87.62,180.0,top
U867,25.72,-87.62,180.0,top
U868,27.72,-87.62,180.0,top
U869,29.72,-87.62,180.0,top
U87,65.72,-37.62,180.0,top
U870,31.72,-87.62,180.0,top
U871,33.72,-87.62,180.0,top
U872,35.72,-87.62,180.0,top
U873,37.72,-87.62,180.0,top
U874,39.72,-87.62,180.0,top
U875,41.72,-87.62,180.0,top
U876,43.72,-87.62,180.0,top
U877,45.72,-87.62,180.0,top
U878,47.72,-87.62,180.0,top
U879,49.72,-87.62,180.0,top
U88,67.72,-37.62,180.0,top
U880,51.72,-87.62,180.0,top
U881,53.72,-87.62,180.0,top
U882,55.72,-87.62,180.0,top
U883,57.72,-87.62,180.0,top
U884,59.72,-87.62,180.0,top
U885,61.72,-87.62,180.0,top
U886,63.72,-87.62,180.0,top
U887,65.72,-87.62,180.0,top
U888,67.72,-87.62,180.0,top
U889,69.72,-87.62,180.0,top
U89,69.72,-37.62,180.0,top
U890,71.72,-87.62,180.0,top
U891,73.72,-87.62,180.0,top
U892,75.72,-87.62,180.0,top
U893,77.72,-87.62,180.0,top
U894,79.72,-87.62,180.0,top
U895,81.72,-87.62,180.0,top
U896,83.72,-87.62,180.0,top
U897,21.72,-89.62,180.0,top
U898,23.72,-89.62,180.0,top
U899,25.72,-89.62,180.0,top
U9,37.72,-33.62,180.0,top
U90,71.72,-37.62,180.0,top
U900,27.72,-89.62,180.0,top
U901,29.72,-89.62,180.0,top
U902,31.72,-89.62,180.0,top
U903,33.72,-89.62,180.0,top
U904,35.72,-89.62,180.0,top
U905,37.72,-89.62,180.0,top
U906,39.72,-89.62,180.0,top
U907,41.72,-89.62,180.0,top
U908,43.72,-89.62,180.0,top
U909,45.72,-89.62,180.0,top
U91,73.72,-37.62,180.0,top
U910,47.72,-89.62,180.0,top
U911,49.72,-89.62,180.0,top
U912,51.72,-89.62,180.0,top
U913,53.72,-89.62,180.0,top
U914,55.72,-89.62,180.0,top
U915,57.72,-89.62,180.0,top
U916,59.72,-89.62,180.0,top
U917,61.72,-89.62,180.0,top
U918,63.72,-89.62,180.0,top
U919,65.72,-89.62,180.0,top
U92,75.72,-37.62,180.0,top
U920,67.72,-89.62,180.0,top
U921,69.72,-89.62,180.0,top
U922,71.72,-89.62,180.0,top
U923,73.72,-89.62,180.0,top
U924,75.72,-89.62,180.0,top
U925,77.72,-89.62,180.0,top
U926,79.72,-89.62,180.0,top
U927,81.72,-89.62,180.0,top
U928,83.72,-89.62,180.0,top
U929,21.72,-91.62,180.0,top
U93,77.72,-37.62,180.0,top
U930,23.72,-91.62,180.0,top
U931,25.72,-91.62,180.0,top
U932,27.72,-91.62,180.0,top
U933,29.72,-91.62,180.0,top
U934,31.72,-91.62,180.0,top
U935,33.72,-91.62,180.0,top
U936,35.72,-91.62,180.0,top
U937,37.72,-91.62,180.0,top
U938,39.72,-91.62,180.0,top
U939,41.72,-91.62,180.0,top
U94,79.72,-37.62,180.0,top
U940,43.72,-91.62,180.0,top
U941,45.72,-91.62,180.0,top
U942,47.72,-91.62,180.0,top
U943,49.72,-91.62,180.0,top
U944,51.72,-91.62,180.0,top
U945,53.72,-91.62,180.0,top
U946,55.72,-91.62,180.0,top
U947,57.72,-91.62,180.0,top
U948,59.72,-91.62,180.0,top
U949,61.72,-91.62,180.0,top
U95,81.72,-37.62,180.0,top
U950,63.72,-91.62,180.0,top
U951,65.72,-91.62,180.0,top
U952,67.72,-91.62,180.0,top
U953,69.72,-91.62,180.0,top
U954,71.72,-91.62,180.0,top
U955,73.72,-91.62,180.0,top
U956,75.72,-91.62,180.0,top
U957,77.72,-91.62,180.0,top
U958,79.72,-91.62,180.0,top
U959,81.72,-91.62,180.0,top
U96,83.72,-37.62,180.0,top
U960,83.72,-91.62,180.0,top
U961,21.72,-93.62,180.0,top
U962,23.72,-93.62,180.0,top
U963,25.72,-93.62,180.0,top
U964,27.72,-93.62,180.0,top
U965,29.72,-93.62,180.0,top
U966,31.72,-93.62,180.0,top
U967,33.72,-93.62,180.0,top
U968,35.72,-93.62,180.0,top
U969,37.72,-93.62,180.0,top
U97,21.72,-39.62,180.0,top
U970,39.72,-93.62,180.0,top
U971,41.72,-93.62,180.0,top
U972,43.72,-93.62,180.0,top
U973,45.72,-93.62,180.0,top
U974,47.72,-93.62,180.0,top
U975,49.72,-93.62,180.0,top
U976,51.72,-93.62,180.0,top
U977,53.72,-93.62,180.0,top
U978,55.72,-93.62,180.0,top
U979,57.72,-93.62,180.0,top
U98,23.72,-39.62,180.0,top
U980,59.72,-93.62,180.0,top
U981,61.72,-93.62,180.0,top
U982,63.72,-93.62,180.0,top
U983,65.72,-93.62,180.0,top
U984,67.72,-93.62,180.0,top
U985,69.72,-93.62,180.0,top
U986,71.72,-93.62,180.0,top
U987,73.72,-93.62,180.0,top
U988,75.72,-93.62,180.0,top
U989,77.72,-93.62,180.0,top
U99,25.72,-39.62,180.0,top
U990,79.72,-93.62,180.0,top
U991,81.72,-93.62,180.0,top
U992,83.72,-93.62,180.0,top
U993,21.72,-95.62,180.0,top
U994,23.72,-95.62,180.0,top
U995,25.72,-95.62,180.0,top
U996,27.72,-95.62,180.0,top
U997,29.72,-95.62,180.0,top
U998,31.72,-95.62,180.0,top
U999,33.72,-95.62,180.0,top
